"","Identifier","Frequency","mean_absorbance","studies"
"1015","Groon_2015",4412.10009765625,0.558518572932198,"Groon et al. (2015) N=21; Other"
"1016","Groon_2015",4418,0.55718714424542,"Groon et al. (2015) N=21; Other"
"1017","Groon_2015",4423.7998046875,0.555821908371789,"Groon et al. (2015) N=21; Other"
"1018","Groon_2015",4429.7001953125,0.554415243012565,"Groon et al. (2015) N=21; Other"
"1019","Groon_2015",4435.5,0.55295667052269,"Groon et al. (2015) N=21; Other"
"1020","Groon_2015",4441.39990234375,0.55144904766764,"Groon et al. (2015) N=21; Other"
"1021","Groon_2015",4447.2998046875,0.549909045298894,"Groon et al. (2015) N=21; Other"
"1022","Groon_2015",4453.10009765625,0.548289517561595,"Groon et al. (2015) N=21; Other"
"1023","Groon_2015",4459,0.546652378070922,"Groon et al. (2015) N=21; Other"
"1024","Groon_2015",4464.7998046875,0.544979512691498,"Groon et al. (2015) N=21; Other"
"1025","Groon_2015",4470.7001953125,0.543253339472271,"Groon et al. (2015) N=21; Other"
"1026","Groon_2015",4476.60009765625,0.541492859522502,"Groon et al. (2015) N=21; Other"
"1027","Groon_2015",4482.39990234375,0.539692860274088,"Groon et al. (2015) N=21; Other"
"1028","Groon_2015",4488.2998046875,0.537859998998188,"Groon et al. (2015) N=21; Other"
"1029","Groon_2015",4494.10009765625,0.535996192977542,"Groon et al. (2015) N=21; Other"
"1030","Groon_2015",4500,0.534119526545207,"Groon et al. (2015) N=21; Other"
"1031","Groon_2015",4505.89990234375,0.532216666709809,"Groon et al. (2015) N=21; Other"
"1032","Groon_2015",4511.7001953125,0.530309530950728,"Groon et al. (2015) N=21; Other"
"1033","Groon_2015",4517.60009765625,0.5283404702232,"Groon et al. (2015) N=21; Other"
"1034","Groon_2015",4523.39990234375,0.526371899105254,"Groon et al. (2015) N=21; Other"
"1035","Groon_2015",4529.2998046875,0.524402859665099,"Groon et al. (2015) N=21; Other"
"1036","Groon_2015",4535.2001953125,0.522400955359141,"Groon et al. (2015) N=21; Other"
"1037","Groon_2015",4541,0.520418093318031,"Groon et al. (2015) N=21; Other"
"1038","Groon_2015",4546.89990234375,0.518415236756915,"Groon et al. (2015) N=21; Other"
"1039","Groon_2015",4552.7001953125,0.516392865351268,"Groon et al. (2015) N=21; Other"
"1040","Groon_2015",4558.60009765625,0.514410952727,"Groon et al. (2015) N=21; Other"
"1041","Groon_2015",4564.5,0.512424291599365,"Groon et al. (2015) N=21; Other"
"1042","Groon_2015",4570.2998046875,0.510449053276153,"Groon et al. (2015) N=21; Other"
"1043","Groon_2015",4576.2001953125,0.508460953122094,"Groon et al. (2015) N=21; Other"
"1044","Groon_2015",4582,0.506498095535097,"Groon et al. (2015) N=21; Other"
"1045","Groon_2015",4587.89990234375,0.504541903734207,"Groon et al. (2015) N=21; Other"
"1046","Groon_2015",4593.7998046875,0.502616666612171,"Groon et al. (2015) N=21; Other"
"1047","Groon_2015",4599.60009765625,0.500718572310039,"Groon et al. (2015) N=21; Other"
"1048","Groon_2015",4605.5,0.498846667153495,"Groon et al. (2015) N=21; Other"
"1049","Groon_2015",4611.2998046875,0.496995239030747,"Groon et al. (2015) N=21; Other"
"1050","Groon_2015",4617.2001953125,0.495150009791056,"Groon et al. (2015) N=21; Other"
"1051","Groon_2015",4623,0.493395243372236,"Groon et al. (2015) N=21; Other"
"1052","Groon_2015",4628.89990234375,0.491657621094159,"Groon et al. (2015) N=21; Other"
"1053","Groon_2015",4634.7998046875,0.489929523496401,"Groon et al. (2015) N=21; Other"
"1054","Groon_2015",4640.60009765625,0.48826952349572,"Groon et al. (2015) N=21; Other"
"1055","Groon_2015",4646.5,0.486641904427892,"Groon et al. (2015) N=21; Other"
"1056","Groon_2015",4652.2998046875,0.485030950534911,"Groon et al. (2015) N=21; Other"
"1057","Groon_2015",4658.2001953125,0.483512383131754,"Groon et al. (2015) N=21; Other"
"1058","Groon_2015",4664.10009765625,0.482014761084602,"Groon et al. (2015) N=21; Other"
"1059","Groon_2015",4669.89990234375,0.480577616464524,"Groon et al. (2015) N=21; Other"
"1060","Groon_2015",4675.7998046875,0.479160000880559,"Groon et al. (2015) N=21; Other"
"1061","Groon_2015",4681.60009765625,0.47782761426199,"Groon et al. (2015) N=21; Other"
"1062","Groon_2015",4687.5,0.476499524854478,"Groon et al. (2015) N=21; Other"
"1063","Groon_2015",4693.39990234375,0.475246665023622,"Groon et al. (2015) N=21; Other"
"1064","Groon_2015",4699.2001953125,0.474039524084046,"Groon et al. (2015) N=21; Other"
"1065","Groon_2015",4705.10009765625,0.472909999745233,"Groon et al. (2015) N=21; Other"
"1066","Groon_2015",4710.89990234375,0.471799526895796,"Groon et al. (2015) N=21; Other"
"1067","Groon_2015",4716.7998046875,0.470720475628262,"Groon et al. (2015) N=21; Other"
"1068","Groon_2015",4722.7001953125,0.469751905117716,"Groon et al. (2015) N=21; Other"
"1069","Groon_2015",4728.5,0.468815715540023,"Groon et al. (2015) N=21; Other"
"1070","Groon_2015",4734.39990234375,0.467895715719178,"Groon et al. (2015) N=21; Other"
"1071","Groon_2015",4740.2001953125,0.467041907565934,"Groon et al. (2015) N=21; Other"
"1072","Groon_2015",4746.10009765625,0.466231431989443,"Groon et al. (2015) N=21; Other"
"1073","Groon_2015",4752,0.465438094167482,"Groon et al. (2015) N=21; Other"
"1074","Groon_2015",4757.7998046875,0.464727616026288,"Groon et al. (2015) N=21; Other"
"1075","Groon_2015",4763.7001953125,0.464064757029216,"Groon et al. (2015) N=21; Other"
"1076","Groon_2015",4769.5,0.463372857088134,"Groon et al. (2015) N=21; Other"
"1077","Groon_2015",4775.39990234375,0.462739995547703,"Groon et al. (2015) N=21; Other"
"1078","Groon_2015",4781.2998046875,0.462169997748874,"Groon et al. (2015) N=21; Other"
"1079","Groon_2015",4787.10009765625,0.461599519564992,"Groon et al. (2015) N=21; Other"
"1080","Groon_2015",4793,0.461024760490372,"Groon et al. (2015) N=21; Other"
"1081","Groon_2015",4798.7998046875,0.460502856544086,"Groon et al. (2015) N=21; Other"
"1082","Groon_2015",4804.7001953125,0.460024287303289,"Groon et al. (2015) N=21; Other"
"1083","Groon_2015",4810.5,0.459537139960698,"Groon et al. (2015) N=21; Other"
"1084","Groon_2015",4816.39990234375,0.459030002355576,"Groon et al. (2015) N=21; Other"
"1085","Groon_2015",4822.2998046875,0.458597616780372,"Groon et al. (2015) N=21; Other"
"1086","Groon_2015",4828.10009765625,0.45815523820264,"Groon et al. (2015) N=21; Other"
"1087","Groon_2015",4834,0.457686669060162,"Groon et al. (2015) N=21; Other"
"1088","Groon_2015",4839.7998046875,0.457224760736738,"Groon et al. (2015) N=21; Other"
"1089","Groon_2015",4845.7001953125,0.456758096814156,"Groon et al. (2015) N=21; Other"
"1090","Groon_2015",4851.60009765625,0.456267620126406,"Groon et al. (2015) N=21; Other"
"1091","Groon_2015",4857.39990234375,0.455802381038666,"Groon et al. (2015) N=21; Other"
"1092","Groon_2015",4863.2998046875,0.45532476121471,"Groon et al. (2015) N=21; Other"
"1093","Groon_2015",4869.10009765625,0.454784764420418,"Groon et al. (2015) N=21; Other"
"1094","Groon_2015",4875,0.454213335400536,"Groon et al. (2015) N=21; Other"
"1095","Groon_2015",4880.89990234375,0.453656192336764,"Groon et al. (2015) N=21; Other"
"1096","Groon_2015",4886.7001953125,0.453049998198237,"Groon et al. (2015) N=21; Other"
"1097","Groon_2015",4892.60009765625,0.452398096521695,"Groon et al. (2015) N=21; Other"
"1098","Groon_2015",4898.39990234375,0.451695234293029,"Groon et al. (2015) N=21; Other"
"1099","Groon_2015",4904.2998046875,0.450995716310683,"Groon et al. (2015) N=21; Other"
"1100","Groon_2015",4910.2001953125,0.450243810103053,"Groon et al. (2015) N=21; Other"
"1101","Groon_2015",4916,0.449438571220353,"Groon et al. (2015) N=21; Other"
"1102","Groon_2015",4921.89990234375,0.448584761647951,"Groon et al. (2015) N=21; Other"
"1103","Groon_2015",4927.7001953125,0.447688573173114,"Groon et al. (2015) N=21; Other"
"1104","Groon_2015",4933.60009765625,0.446694760095505,"Groon et al. (2015) N=21; Other"
"1105","Groon_2015",4939.5,0.445727142549696,"Groon et al. (2015) N=21; Other"
"1106","Groon_2015",4945.2998046875,0.444660476275853,"Groon et al. (2015) N=21; Other"
"1107","Groon_2015",4951.2001953125,0.443538570687884,"Groon et al. (2015) N=21; Other"
"1108","Groon_2015",4957,0.4423857125498,"Groon et al. (2015) N=21; Other"
"1109","Groon_2015",4962.89990234375,0.441187618034227,"Groon et al. (2015) N=21; Other"
"1110","Groon_2015",4968.7998046875,0.43989809637978,"Groon et al. (2015) N=21; Other"
"1111","Groon_2015",4974.60009765625,0.438522856859934,"Groon et al. (2015) N=21; Other"
"1112","Groon_2015",4980.5,0.437123336252712,"Groon et al. (2015) N=21; Other"
"1113","Groon_2015",4986.2998046875,0.435688091175897,"Groon et al. (2015) N=21; Other"
"1114","Groon_2015",4992.2001953125,0.434157617744945,"Groon et al. (2015) N=21; Other"
"1115","Groon_2015",4998,0.432578089691344,"Groon et al. (2015) N=21; Other"
"1116","Groon_2015",5003.89990234375,0.43093713976088,"Groon et al. (2015) N=21; Other"
"1117","Groon_2015",5009.7998046875,0.429260953551247,"Groon et al. (2015) N=21; Other"
"1118","Groon_2015",5015.60009765625,0.427512858595167,"Groon et al. (2015) N=21; Other"
"1119","Groon_2015",5021.5,0.42572047667844,"Groon et al. (2015) N=21; Other"
"1120","Groon_2015",5027.2998046875,0.423875241052537,"Groon et al. (2015) N=21; Other"
"1121","Groon_2015",5033.2001953125,0.421952856438501,"Groon et al. (2015) N=21; Other"
"1122","Groon_2015",5039.10009765625,0.420042379980996,"Groon et al. (2015) N=21; Other"
"1123","Groon_2015",5044.89990234375,0.418081904451052,"Groon et al. (2015) N=21; Other"
"1124","Groon_2015",5050.7998046875,0.416030004620552,"Groon et al. (2015) N=21; Other"
"1125","Groon_2015",5056.60009765625,0.413985717864264,"Groon et al. (2015) N=21; Other"
"1126","Groon_2015",5062.5,0.411914283321017,"Groon et al. (2015) N=21; Other"
"1127","Groon_2015",5068.39990234375,0.409790951581228,"Groon et al. (2015) N=21; Other"
"1128","Groon_2015",5074.2001953125,0.407604756099837,"Groon et al. (2015) N=21; Other"
"1129","Groon_2015",5080.10009765625,0.405439996293613,"Groon et al. (2015) N=21; Other"
"1130","Groon_2015",5085.89990234375,0.403242382265273,"Groon et al. (2015) N=21; Other"
"1131","Groon_2015",5091.7998046875,0.401028572803452,"Groon et al. (2015) N=21; Other"
"1132","Groon_2015",5097.7001953125,0.398790951995623,"Groon et al. (2015) N=21; Other"
"1133","Groon_2015",5103.5,0.396542376705578,"Groon et al. (2015) N=21; Other"
"1134","Groon_2015",5109.39990234375,0.394312382453964,"Groon et al. (2015) N=21; Other"
"1135","Groon_2015",5115.2001953125,0.392070953335081,"Groon et al. (2015) N=21; Other"
"1136","Groon_2015",5121.10009765625,0.389829048798198,"Groon et al. (2015) N=21; Other"
"1137","Groon_2015",5127,0.387584285367103,"Groon et al. (2015) N=21; Other"
"1138","Groon_2015",5132.7998046875,0.385369047522545,"Groon et al. (2015) N=21; Other"
"1139","Groon_2015",5138.7001953125,0.38317190429994,"Groon et al. (2015) N=21; Other"
"1140","Groon_2015",5144.5,0.381010481289455,"Groon et al. (2015) N=21; Other"
"1141","Groon_2015",5150.39990234375,0.378841431722755,"Groon et al. (2015) N=21; Other"
"1142","Groon_2015",5156.2998046875,0.376712858322121,"Groon et al. (2015) N=21; Other"
"1143","Groon_2015",5162.10009765625,0.374620945680709,"Groon et al. (2015) N=21; Other"
"1144","Groon_2015",5168,0.372568571141788,"Groon et al. (2015) N=21; Other"
"1145","Groon_2015",5173.7998046875,0.370543809873717,"Groon et al. (2015) N=21; Other"
"1146","Groon_2015",5179.7001953125,0.368577141846929,"Groon et al. (2015) N=21; Other"
"1147","Groon_2015",5185.5,0.366656183486893,"Groon et al. (2015) N=21; Other"
"1148","Groon_2015",5191.39990234375,0.364786666418825,"Groon et al. (2015) N=21; Other"
"1149","Groon_2015",5197.2998046875,0.362962860791456,"Groon et al. (2015) N=21; Other"
"1150","Groon_2015",5203.10009765625,0.361202856614476,"Groon et al. (2015) N=21; Other"
"1151","Groon_2015",5209,0.359522381708736,"Groon et al. (2015) N=21; Other"
"1152","Groon_2015",5214.7998046875,0.357896668925172,"Groon et al. (2015) N=21; Other"
"1153","Groon_2015",5220.7001953125,0.356333333821524,"Groon et al. (2015) N=21; Other"
"1154","Groon_2015",5226.60009765625,0.354846191193376,"Groon et al. (2015) N=21; Other"
"1155","Groon_2015",5232.39990234375,0.35344571584747,"Groon et al. (2015) N=21; Other"
"1156","Groon_2015",5238.2998046875,0.352077621434416,"Groon et al. (2015) N=21; Other"
"1157","Groon_2015",5244.10009765625,0.350809525521029,"Groon et al. (2015) N=21; Other"
"1158","Groon_2015",5250,0.349604288736979,"Groon et al. (2015) N=21; Other"
"1159","Groon_2015",5255.89990234375,0.348480952637536,"Groon et al. (2015) N=21; Other"
"1160","Groon_2015",5261.7001953125,0.347427145711013,"Groon et al. (2015) N=21; Other"
"1161","Groon_2015",5267.60009765625,0.346475240730104,"Groon et al. (2015) N=21; Other"
"1162","Groon_2015",5273.39990234375,0.345576666650318,"Groon et al. (2015) N=21; Other"
"1163","Groon_2015",5279.2998046875,0.344732858595394,"Groon et al. (2015) N=21; Other"
"1164","Groon_2015",5285.2001953125,0.344023811320464,"Groon et al. (2015) N=21; Other"
"1165","Groon_2015",5291,0.343350953289441,"Groon et al. (2015) N=21; Other"
"1166","Groon_2015",5296.89990234375,0.342750478003706,"Groon et al. (2015) N=21; Other"
"1167","Groon_2015",5302.7001953125,0.342228569445156,"Groon et al. (2015) N=21; Other"
"1168","Groon_2015",5308.60009765625,0.341770476883366,"Groon et al. (2015) N=21; Other"
"1169","Groon_2015",5314.5,0.341379528244336,"Groon et al. (2015) N=21; Other"
"1170","Groon_2015",5320.2998046875,0.341043331438587,"Groon et al. (2015) N=21; Other"
"1171","Groon_2015",5326.2001953125,0.34078904631592,"Groon et al. (2015) N=21; Other"
"1172","Groon_2015",5332,0.340583814751534,"Groon et al. (2015) N=21; Other"
"1173","Groon_2015",5337.89990234375,0.340387143904255,"Groon et al. (2015) N=21; Other"
"1174","Groon_2015",5343.7998046875,0.340286665374324,"Groon et al. (2015) N=21; Other"
"1175","Groon_2015",5349.60009765625,0.340202855921927,"Groon et al. (2015) N=21; Other"
"1176","Groon_2015",5355.5,0.340176663938023,"Groon et al. (2015) N=21; Other"
"1177","Groon_2015",5361.2998046875,0.340180955117657,"Groon et al. (2015) N=21; Other"
"1178","Groon_2015",5367.2001953125,0.340214282629036,"Groon et al. (2015) N=21; Other"
"1179","Groon_2015",5373,0.340276668823901,"Groon et al. (2015) N=21; Other"
"1180","Groon_2015",5378.89990234375,0.340318096180757,"Groon et al. (2015) N=21; Other"
"1181","Groon_2015",5384.7998046875,0.340426665686426,"Groon et al. (2015) N=21; Other"
"1182","Groon_2015",5390.60009765625,0.340556191901366,"Groon et al. (2015) N=21; Other"
"1183","Groon_2015",5396.5,0.340661432416666,"Groon et al. (2015) N=21; Other"
"1184","Groon_2015",5402.2998046875,0.340777621027969,"Groon et al. (2015) N=21; Other"
"1185","Groon_2015",5408.2001953125,0.340884286378111,"Groon et al. (2015) N=21; Other"
"1186","Groon_2015",5414.10009765625,0.34099333130178,"Groon et al. (2015) N=21; Other"
"1187","Groon_2015",5419.89990234375,0.341070477096807,"Groon et al. (2015) N=21; Other"
"1188","Groon_2015",5425.7998046875,0.341125716410932,"Groon et al. (2015) N=21; Other"
"1189","Groon_2015",5431.60009765625,0.341168571795736,"Groon et al. (2015) N=21; Other"
"1190","Groon_2015",5437.5,0.341174760744685,"Groon et al. (2015) N=21; Other"
"1191","Groon_2015",5443.39990234375,0.341159049244154,"Groon et al. (2015) N=21; Other"
"1192","Groon_2015",5449.2001953125,0.341127615954195,"Groon et al. (2015) N=21; Other"
"1193","Groon_2015",5455.10009765625,0.34097619248288,"Groon et al. (2015) N=21; Other"
"1194","Groon_2015",5460.89990234375,0.34083095370304,"Groon et al. (2015) N=21; Other"
"1195","Groon_2015",5466.7998046875,0.340618094518071,"Groon et al. (2015) N=21; Other"
"1196","Groon_2015",5472.7001953125,0.340353334588664,"Groon et al. (2015) N=21; Other"
"1197","Groon_2015",5478.5,0.339989525221643,"Groon et al. (2015) N=21; Other"
"1198","Groon_2015",5484.39990234375,0.339611428834143,"Groon et al. (2015) N=21; Other"
"1199","Groon_2015",5490.2001953125,0.339206666463897,"Groon et al. (2015) N=21; Other"
"1200","Groon_2015",5496.10009765625,0.338688095410665,"Groon et al. (2015) N=21; Other"
"1201","Groon_2015",5502,0.338089522861299,"Groon et al. (2015) N=21; Other"
"1202","Groon_2015",5507.7998046875,0.337430953979492,"Groon et al. (2015) N=21; Other"
"1203","Groon_2015",5513.7001953125,0.336710953996295,"Groon et al. (2015) N=21; Other"
"1204","Groon_2015",5519.5,0.33590476002012,"Groon et al. (2015) N=21; Other"
"1205","Groon_2015",5525.39990234375,0.335020479701814,"Groon et al. (2015) N=21; Other"
"1206","Groon_2015",5531.2998046875,0.334062857287271,"Groon et al. (2015) N=21; Other"
"1207","Groon_2015",5537.10009765625,0.33301381057217,"Groon et al. (2015) N=21; Other"
"1208","Groon_2015",5543,0.331915713491894,"Groon et al. (2015) N=21; Other"
"1209","Groon_2015",5548.7998046875,0.330755719116756,"Groon et al. (2015) N=21; Other"
"1210","Groon_2015",5554.7001953125,0.329441906440826,"Groon et al. (2015) N=21; Other"
"1211","Groon_2015",5560.5,0.328084761897723,"Groon et al. (2015) N=21; Other"
"1212","Groon_2015",5566.39990234375,0.326686188578606,"Groon et al. (2015) N=21; Other"
"1213","Groon_2015",5572.2998046875,0.325176191471872,"Groon et al. (2015) N=21; Other"
"1214","Groon_2015",5578.10009765625,0.323563334487733,"Groon et al. (2015) N=21; Other"
"1215","Groon_2015",5584,0.321924760937691,"Groon et al. (2015) N=21; Other"
"1216","Groon_2015",5589.7998046875,0.320254287904217,"Groon et al. (2015) N=21; Other"
"1217","Groon_2015",5595.7001953125,0.318471427119914,"Groon et al. (2015) N=21; Other"
"1218","Groon_2015",5601.60009765625,0.316643809988385,"Groon et al. (2015) N=21; Other"
"1219","Groon_2015",5607.39990234375,0.314715715746085,"Groon et al. (2015) N=21; Other"
"1220","Groon_2015",5613.2998046875,0.312760002201512,"Groon et al. (2015) N=21; Other"
"1221","Groon_2015",5619.10009765625,0.310768571992715,"Groon et al. (2015) N=21; Other"
"1222","Groon_2015",5625,0.308713331463791,"Groon et al. (2015) N=21; Other"
"1223","Groon_2015",5630.89990234375,0.306589522177265,"Groon et al. (2015) N=21; Other"
"1224","Groon_2015",5636.7001953125,0.304425716400146,"Groon et al. (2015) N=21; Other"
"1225","Groon_2015",5642.60009765625,0.302294764490355,"Groon et al. (2015) N=21; Other"
"1226","Groon_2015",5648.39990234375,0.300064285241422,"Groon et al. (2015) N=21; Other"
"1227","Groon_2015",5654.2998046875,0.297785237431526,"Groon et al. (2015) N=21; Other"
"1228","Groon_2015",5660.2001953125,0.295500952927839,"Groon et al. (2015) N=21; Other"
"1229","Groon_2015",5666,0.293238141352222,"Groon et al. (2015) N=21; Other"
"1230","Groon_2015",5671.89990234375,0.290935284325055,"Groon et al. (2015) N=21; Other"
"1231","Groon_2015",5677.7001953125,0.288589049308073,"Groon et al. (2015) N=21; Other"
"1232","Groon_2015",5683.60009765625,0.286314813863663,"Groon et al. (2015) N=21; Other"
"1233","Groon_2015",5689.5,0.284015286536444,"Groon et al. (2015) N=21; Other"
"1234","Groon_2015",5695.2998046875,0.281699809290114,"Groon et al. (2015) N=21; Other"
"1235","Groon_2015",5701.2001953125,0.279417330310458,"Groon et al. (2015) N=21; Other"
"1236","Groon_2015",5707,0.27716147615796,"Groon et al. (2015) N=21; Other"
"1237","Groon_2015",5712.89990234375,0.274897427076385,"Groon et al. (2015) N=21; Other"
"1238","Groon_2015",5718.7998046875,0.272729048061939,"Groon et al. (2015) N=21; Other"
"1239","Groon_2015",5724.60009765625,0.270540953392074,"Groon et al. (2015) N=21; Other"
"1240","Groon_2015",5730.5,0.268393620493866,"Groon et al. (2015) N=21; Other"
"1241","Groon_2015",5736.2998046875,0.266272046736308,"Groon et al. (2015) N=21; Other"
"1242","Groon_2015",5742.2001953125,0.264298664672034,"Groon et al. (2015) N=21; Other"
"1243","Groon_2015",5748,0.262287188143957,"Groon et al. (2015) N=21; Other"
"1244","Groon_2015",5753.89990234375,0.260307096299671,"Groon et al. (2015) N=21; Other"
"1245","Groon_2015",5759.7998046875,0.258439523478349,"Groon et al. (2015) N=21; Other"
"1246","Groon_2015",5765.60009765625,0.256646381247611,"Groon et al. (2015) N=21; Other"
"1247","Groon_2015",5771.5,0.254890666476318,"Groon et al. (2015) N=21; Other"
"1248","Groon_2015",5777.2998046875,0.253209714733419,"Groon et al. (2015) N=21; Other"
"1249","Groon_2015",5783.2001953125,0.251648096101625,"Groon et al. (2015) N=21; Other"
"1250","Groon_2015",5789.10009765625,0.250125999784186,"Groon et al. (2015) N=21; Other"
"1251","Groon_2015",5794.89990234375,0.248663712647699,"Groon et al. (2015) N=21; Other"
"1252","Groon_2015",5800.7998046875,0.24732804635451,"Groon et al. (2015) N=21; Other"
"1253","Groon_2015",5806.60009765625,0.24609209419716,"Groon et al. (2015) N=21; Other"
"1254","Groon_2015",5812.5,0.244879430603413,"Groon et al. (2015) N=21; Other"
"1255","Groon_2015",5818.39990234375,0.243832286447287,"Groon et al. (2015) N=21; Other"
"1256","Groon_2015",5824.2001953125,0.24280680946651,"Groon et al. (2015) N=21; Other"
"1257","Groon_2015",5830.10009765625,0.24186647683382,"Groon et al. (2015) N=21; Other"
"1258","Groon_2015",5835.89990234375,0.241012954640956,"Groon et al. (2015) N=21; Other"
"1259","Groon_2015",5841.7998046875,0.24031995325571,"Groon et al. (2015) N=21; Other"
"1260","Groon_2015",5847.7001953125,0.239625476655506,"Groon et al. (2015) N=21; Other"
"1261","Groon_2015",5853.5,0.238974810710975,"Groon et al. (2015) N=21; Other"
"1262","Groon_2015",5859.39990234375,0.23847333306358,"Groon et al. (2015) N=21; Other"
"1263","Groon_2015",5865.2001953125,0.238042046271619,"Groon et al. (2015) N=21; Other"
"1264","Groon_2015",5871.10009765625,0.237689807301476,"Groon et al. (2015) N=21; Other"
"1265","Groon_2015",5877,0.237393048370168,"Groon et al. (2015) N=21; Other"
"1266","Groon_2015",5882.7998046875,0.237177047168925,"Groon et al. (2015) N=21; Other"
"1267","Groon_2015",5888.7001953125,0.237036717079935,"Groon et al. (2015) N=21; Other"
"1268","Groon_2015",5894.5,0.236889521280924,"Groon et al. (2015) N=21; Other"
"1269","Groon_2015",5900.39990234375,0.236835524439812,"Groon et al. (2015) N=21; Other"
"1270","Groon_2015",5906.2998046875,0.236925809688511,"Groon et al. (2015) N=21; Other"
"1271","Groon_2015",5912.10009765625,0.236982808226631,"Groon et al. (2015) N=21; Other"
"1272","Groon_2015",5918,0.237089616911752,"Groon et al. (2015) N=21; Other"
"1273","Groon_2015",5923.7998046875,0.23724909552506,"Groon et al. (2015) N=21; Other"
"1274","Groon_2015",5929.7001953125,0.237481096315952,"Groon et al. (2015) N=21; Other"
"1275","Groon_2015",5935.5,0.237688573698203,"Groon et al. (2015) N=21; Other"
"1276","Groon_2015",5941.39990234375,0.237964857192267,"Groon et al. (2015) N=21; Other"
"1277","Groon_2015",5947.2998046875,0.238236474494139,"Groon et al. (2015) N=21; Other"
"1278","Groon_2015",5953.10009765625,0.238472094848042,"Groon et al. (2015) N=21; Other"
"1279","Groon_2015",5959,0.238775760644958,"Groon et al. (2015) N=21; Other"
"1280","Groon_2015",5964.7998046875,0.239084620915708,"Groon et al. (2015) N=21; Other"
"1281","Groon_2015",5970.7001953125,0.239365142016184,"Groon et al. (2015) N=21; Other"
"1282","Groon_2015",5976.60009765625,0.23966823660192,"Groon et al. (2015) N=21; Other"
"1283","Groon_2015",5982.39990234375,0.239966048371224,"Groon et al. (2015) N=21; Other"
"1284","Groon_2015",5988.2998046875,0.24017328414179,"Groon et al. (2015) N=21; Other"
"1285","Groon_2015",5994.10009765625,0.240356238470191,"Groon et al. (2015) N=21; Other"
"1286","Groon_2015",6000,0.240529859349841,"Groon et al. (2015) N=21; Other"
"1287","Groon_2015",6005.89990234375,0.240756187055792,"Groon et al. (2015) N=21; Other"
"1288","Groon_2015",6011.7001953125,0.240906905560266,"Groon et al. (2015) N=21; Other"
"1289","Groon_2015",6017.60009765625,0.24099409367357,"Groon et al. (2015) N=21; Other"
"1290","Groon_2015",6023.39990234375,0.241051379059042,"Groon et al. (2015) N=21; Other"
"1291","Groon_2015",6029.2998046875,0.241099571188291,"Groon et al. (2015) N=21; Other"
"1292","Groon_2015",6035.2001953125,0.241038953619344,"Groon et al. (2015) N=21; Other"
"1293","Groon_2015",6041,0.24098257259244,"Groon et al. (2015) N=21; Other"
"1294","Groon_2015",6046.89990234375,0.240751808243138,"Groon et al. (2015) N=21; Other"
"1295","Groon_2015",6052.7001953125,0.240552236991269,"Groon et al. (2015) N=21; Other"
"1296","Groon_2015",6058.60009765625,0.240287856331893,"Groon et al. (2015) N=21; Other"
"1297","Groon_2015",6064.5,0.239956382839453,"Groon et al. (2015) N=21; Other"
"1298","Groon_2015",6070.2998046875,0.239507619114149,"Groon et al. (2015) N=21; Other"
"1299","Groon_2015",6076.2001953125,0.23907500044221,"Groon et al. (2015) N=21; Other"
"1300","Groon_2015",6082,0.238513855707078,"Groon et al. (2015) N=21; Other"
"1301","Groon_2015",6087.89990234375,0.237858237609977,"Groon et al. (2015) N=21; Other"
"1302","Groon_2015",6093.7998046875,0.237159143246356,"Groon et al. (2015) N=21; Other"
"1303","Groon_2015",6099.60009765625,0.236357571823256,"Groon et al. (2015) N=21; Other"
"1304","Groon_2015",6105.5,0.235503475226107,"Groon et al. (2015) N=21; Other"
"1305","Groon_2015",6111.2998046875,0.234637287046228,"Groon et al. (2015) N=21; Other"
"1306","Groon_2015",6117.2001953125,0.23363661978926,"Groon et al. (2015) N=21; Other"
"1307","Groon_2015",6123,0.232601999881722,"Groon et al. (2015) N=21; Other"
"1308","Groon_2015",6128.89990234375,0.23148042956988,"Groon et al. (2015) N=21; Other"
"1309","Groon_2015",6134.7998046875,0.230330714867229,"Groon et al. (2015) N=21; Other"
"1310","Groon_2015",6140.60009765625,0.229104332448471,"Groon et al. (2015) N=21; Other"
"1311","Groon_2015",6146.5,0.22778338176154,"Groon et al. (2015) N=21; Other"
"1312","Groon_2015",6152.2998046875,0.226447760349228,"Groon et al. (2015) N=21; Other"
"1313","Groon_2015",6158.2001953125,0.225019526978334,"Groon et al. (2015) N=21; Other"
"1314","Groon_2015",6164.10009765625,0.223561811127833,"Groon et al. (2015) N=21; Other"
"1315","Groon_2015",6169.89990234375,0.222043668230375,"Groon et al. (2015) N=21; Other"
"1316","Groon_2015",6175.7998046875,0.220511143051443,"Groon et al. (2015) N=21; Other"
"1317","Groon_2015",6181.60009765625,0.218859999307564,"Groon et al. (2015) N=21; Other"
"1318","Groon_2015",6187.5,0.217233094431105,"Groon et al. (2015) N=21; Other"
"1319","Groon_2015",6193.39990234375,0.215576383152178,"Groon et al. (2015) N=21; Other"
"1320","Groon_2015",6199.2001953125,0.213870192567507,"Groon et al. (2015) N=21; Other"
"1321","Groon_2015",6205.10009765625,0.212117142088356,"Groon et al. (2015) N=21; Other"
"1322","Groon_2015",6210.89990234375,0.210390049343308,"Groon et al. (2015) N=21; Other"
"1323","Groon_2015",6216.7998046875,0.208626523436535,"Groon et al. (2015) N=21; Other"
